X,Y,code_loc,name,region,departemen,commune,nbre_hbts,couverture,exist_ZB,icon_url
-14.8694395894606,13.8570980243521,"289",BAGDAD II,,,,,,,./0.png
-14.6853855517666,13.9154231419187,"290",BAGDAD II,,,,,,,./0.png
-16.2975968122046,12.6858599813362,"291",BAGHAGHA,,,,,,,./0.png
-16.0551379010548,12.6021688671643,"292",BAGHAGHA,,,,,,,./0.png
-15.4317061783624,12.6606456831152,"293",BAGHERE,,,,,,,./0.png
-14.507532097659,15.0346910662719,"294",BAGNANOL LATHIE I,,,,,,,./0.png
-14.5048110755211,15.0447386378976,"295",BAGNANOL LATHIE II,,,,,,,./0.png
-16.7747484804481,14.9981103406463,"296",BAGNE,,,,,,,./0.png
-11.6425577846222,12.9412265294403,"297",Bagni Bagni,,,,,,,./0.png
-15.654727609854,12.4538863913745,"298",BAGNIMA,,,,,,,./0.png
-12.3624580891453,12.7127520046573,"299",BAGNOMBA,,,,,,,./0.png
-15.912234069923,12.5157651485155,"300",BAGNOU MANCAGNE,,,,,,,./0.png
-15.496916885668,15.6888081134995,"301",BAGUEL NDIAYENE,,,,,,,./0.png
-15.6663987470319,12.4949922825336,"302",BAGUY BALANTE,,,,,,,./0.png
-15.6700990876564,12.4988894655671,"303",BAGUY MANJAQUE,,,,,,,./0.png
-12.5035765779444,12.4909772999908,"304",BAHE,,,,,,,./0.png
-16.3489375713302,15.5629661485578,"305",BAHISS PEULH,,,,,,,./0.png
-16.3438640878581,15.5498730607184,"306",BAHISS SECK,,,,,,,./0.png
-15.7014015793123,13.6807218694493,"307",BAHOU,,,,,,,./0.png
-16.3503960586761,12.8956909138952,"308",BAILA,,,,,,,./0.png
-15.7216472041946,14.7856683272849,"309",BAILA,,,,,,,./0.png
-15.7267447218029,14.2181231138546,"310",BAILA NDOUR,,,,,,,./0.png
-16.2373388909391,15.7114615799821,"311",BAINACK LO,,,,,,,./0.png
-16.2391212331014,15.7114695525083,"312",BAINACK PEULH,,,,,,,./0.png
-16.2626466039401,13.1290994455989,"313",BAIPEUNG,,,,,,,./0.png
-11.6790205394316,12.7176288419384,"314",BAITILAYE,,,,,,,./0.png
-16.5686372363046,15.1125562586139,"315",BAITY,,,,,,,./0.png
-16.3990146492876,14.7077211119982,"316",BAITY,,,,,,,./0.png
-16.2416896192297,14.5917618051285,"317",BAITY (NDIODIONE),,,,,,,./0.png
-16.69196527865,15.0789506720862,"318",BAITY ARONA,,,,,,,./0.png
